A,State,Week,"West Nile virus disease†, Neuroinvasive","West Nile virus disease†, Nonneuroinvasive","Zika virus disease, non-congenital","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable",Tetanus,Varicella morbidity,"Spotted Fever Rickettsiosis, Confirmed","Spotted Fever Rickettsiosis, Probable","Syphilis, primary and secondary",Salmonellosis (excluding Paratyphoid fever andTyphoid fever)†,Shiga toxin-producing Escherichia coli,Shigellosis,"Rabies, animal",Rubella,"Rubella, congenital syndrome","Meningococcal disease, all serogroups",Mumps,Pertussis,Legionellosis,Malaria,"Invasive Pneumococcal Disease, Age LT 5†, Confirmed","Invasive Pneumococcal Disease, Age LT 5†, Probable","Invasive Pneumococcal Disease, all ages†, Confirmed","Invasive Pneumococcal Disease, all ages†, Probable","Hepatitis (viral, acute, by type)†, C, Confirmed","Hepatitis (viral, acute, by type)†, C, Probable","Hepatitis (viral, acute, by type)†, A","Hepatitis (viral, acute, by type)†, B","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis",Giardiasis,Gonorrhea,"Haemophilus influenzae, invasive disease (all ages, all serotypes)","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",Cryptosporidiosis,"Dengue Virus Infections, Dengue†","Dengue Virus Infections, Severe Dengue",Chlamydia trachomatis infection,Coccidioidomycosis,"Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Klebsiella spp.","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Escherichia coli","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Enterobacter spp.",Babesiosis,Campylobacteriosis,Total,Population_Density(km²),GDP,TAVE,AVE_TMIN,AVE_TMAX,DATE,TAVE_D,AVE_TMIN_D,AVE_TMAX_D,Glaciers,Locales,Beaches,Areas,Lakes,Streams,Swamps,Forests,Plains,Woods,"Agriculture, forestry, fishing, and hunting","Mining, quarrying, and oil and gas extraction",Utilities,Construction,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,Finance and insurance,Colors
1138,RHODE ISLAND,23,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,88,0,0,0,0,1,1,121,392.3547672,,16.1514,10.5457,21.7571,,18.6493,11.9043,25.3943,,,,,,,,,,,,,,,,,,,,,,
1139,SOUTH CAROLINA,23,0,0,0,0,0,0,0,0,0,6,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,241,0,0,0,2,0,0,671,0,0,0,0,0,5,935,65.25673544,,20.9267,13.6842,28.1691,,24.668,20.8881,28.4479,,,,,,,,,,,,,,,,,,,,,,
1140,SOUTH DAKOTA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.466215529,,16.3414,8.1814,24.5013,,22.1258,14.7964,29.4552,,,,,,,,,,,,,,,,,,,,,,
1141,TENNESSEE,23,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,85,0,0,5,0,0,0,218,0,0,0,0,0,0,318,63.53570893,,19.8275,13.1928,26.4622,,23.8631,19.069,28.6571,,,,,,,,,,,,,,,,,,,,,,
1142,TEXAS,23,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,1955,0,0,0,0,0,0,2681,42.33358553,,23.2885,16.2524,30.3245,,28.4384,21.8299,35.0469,,,,,,,,,,,,,,,,,,,,,,
1143,UTAH,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,2,49,1,0,0,0,0,0,170,0,0,0,0,0,0,240,14.84996545,,15.1558,6.9585,23.353,,15.1139,7.2546,22.9732,,,,,,,,,,,,,,,,,,,,,,
1144,VERMONT,23,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,6,0,0,0,0,0,2,24,26.86356396,,14.3025,6.4031,22.2018,,17.0232,9.9989,24.0475,,,,,,,,,,,,,,,,,,,,,,
1145,VIRGINIA,23,0,0,0,0,0,0,3,0,0,9,26,5,4,0,0,0,1,1,3,6,1,1,0,15,1,0,1,2,0,0,0,5,206,2,0,0,8,0,0,739,0,0,0,0,0,28,1067,83.1382377,,18.4545,11.9374,24.9715,,22.9785,18.3395,27.6174,,,,,,,,,,,,,,,,,,,,,,
1146,WASHINGTON,23,0,0,0,0,0,0,0,0,0,9,5,16,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,180,1,0,0,1,0,0,602,0,0,0,0,0,36,857,43.69387518,,13.3936,7.6511,19.1361,,12.5066,6.4425,18.5707,,,,,,,,,,,,,,,,,,,,,,
1147,WEST VIRGINIA,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,70,0,0,0,0,0,0,97,28.9135357,,17.6549,11.0608,24.2489,,22.6974,16.8199,28.5749,,,,,,,,,,,,,,,,,,,,,,
1148,WISCONSIN,23,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,0,0,0,6,0,0,302,0,0,0,0,0,11,427,41.36161606,,15.4479,8.4229,22.4729,,23.3483,16.5358,30.1607,,,,,,,,,,,,,,,,,,,,,,
1149,WYOMING,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,21,2.281292621,,11.5548,3.4554,19.6541,,13.7717,6.4508,21.0926,,,,,,,,,,,,,,,,,,,,,,
1150,ALABAMA,24,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37.19925281,,24.3477,16.9855,31.7099,5/11/2018,24.9183,18.626,31.2106,,,,,,,,,,,,,,,,,,,,,,
1151,ALASKA,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.498241128,,5.7153,1.0794,10.3511,5/12/2018,10.3843,4.2266,16.5419,,,,,,,,,,,,,,,,,,,,,,
1152,ARIZONA,24,0,0,0,1,1,0,2,0,0,1,10,9,11,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0,0,4,159,0,0,0,2,0,0,633,207,0,0,0,0,15,1062,24.20525837,,18.8681,10.1727,27.5634,5/13/2018,23.3658,13.5075,33.224,,,,,,,,,,,,,,,,,,,,,,
1153,ARKANSAS,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,190,0,0,0,0,0,0,240,22.39668239,,24.3108,17.9148,30.7068,5/14/2018,25.1262,18.58,31.6724,,,,,,,,,,,,,,,,,,,,,,
1154,CALIFORNIA,24,0,0,0,1,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,134,0,0,0,1,0,0,363,15,0,0,0,0,95,624,98.47383106,,14.2762,7.6709,20.8815,5/15/2018,19.1665,10.3071,28.0259,,,,,,,,,,,,,,,,,,,,,,
1155,COLORADO,24,0,0,0,0,2,0,9,0,0,0,18,7,4,0,0,0,0,0,18,3,1,0,0,0,0,0,1,0,0,0,0,10,97,1,0,0,4,0,0,392,0,0,0,0,0,37,604,21.16020728,,14.2703,6.6516,21.889,5/16/2018,17.9671,9.2989,26.6352,,,,,,,,,,,,,,,,,,,,,,
1156,CONNECTICUT,24,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,285.9964138,,14.846,10.3391,19.3528,5/17/2018,16.87,11.5647,22.1752,,,,,,,,,,,,,,,,,,,,,,
1157,DELAWARE,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,102,0,0,0,0,0,0,123,161.0580431,,19.7322,15.1357,24.3286,,20.6072,15.9857,25.2286,,,,,,,,,,,,,,,,,,,,,,
1158,FLORIDA,24,0,0,0,0,0,0,19,0,0,2,0,0,0,0,1,0,0,1,4,0,0,1,1,0,0,1,0,0,0,0,0,0,433,2,0,0,0,0,0,1301,0,0,0,0,0,0,1766,152.5897544,,24.8234,20.1587,29.488,,27.3273,22.7217,31.9329,,,,,,,,,,,,,,,,,,,,,,
1159,GEORGIA,24,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,8,123,1,0,0,2,0,0,374,0,0,0,0,0,10,527,70.31216995,,23.9151,17.5648,30.2653,,24.7718,18.5091,31.0345,,,,,,,,,,,,,,,,,,,,,,
1160,HAWAII,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,85.74649835,,21.5996,17.5477,25.6514,,22.3313,18.4864,26.1762,,,,,,,,,,,,,,,,,,,,,,
1161,IDAHO,24,0,0,0,0,0,0,0,0,0,2,3,3,1,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,2,23,1,0,0,3,0,0,134,0,0,0,0,0,10,189,8.183599765,,10.7801,4.297,17.2631,,14.5275,6.5096,22.5454,,,,,,,,,,,,,,,,,,,,,,
1162,ILLINOIS,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,67,0,0,0,0,0,0,93,88.69290989,,19.7228,13.414,26.0315,,21.7175,14.5991,28.8358,,,,,,,,,,,,,,,,,,,,,,
1163,INDIANA,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,118,0,0,0,0,0,0,304,0,0,0,0,0,0,428,72.12044782,,20.8753,14.6616,27.0889,,21.3025,14.7977,27.8073,,,,,,,,,,,,,,,,,,,,,,
1164,IOWA,24,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,5,0,0,0,0,0,31,50,21.84195686,,15.9453,10.5595,21.3311,,22.2042,14.7498,29.6586,,,,,,,,,,,,,,,,,,,,,,
1165,KANSAS,24,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,104,0,0,0,0,0,3,138,13.77307692,,21.7752,14.9286,28.6218,,23.8396,16.2231,31.456,,,,,,,,,,,,,,,,,,,,,,
1166,KENTUCKY,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,43.46393446,,23.8242,17.3043,30.344,,22.1345,15.7899,28.479,,,,,,,,,,,,,,,,,,,,,,
1167,LOUISIANA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,500,0,0,0,0,0,0,696,41.50240638,,26.1827,19.8794,32.486,,27.42,22.0517,32.7883,,,,,,,,,,,,,,,,,,,,,,
1168,MAINE,24,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,1,30,16.78425142,,10.6865,3.243,18.13,,13.496,7.8871,19.1048,,,,,,,,,,,,,,,,,,,,,,
1169,MARYLAND,24,0,0,0,1,0,0,0,0,2,0,12,0,3,7,0,0,0,0,4,18,4,0,0,0,0,1,0,0,1,0,0,0,65,7,0,4,0,0,0,325,0,0,0,0,0,13,467,240.1675753,,20.5761,15.2281,25.924,,20.1434,15.367,24.9198,,,,,,,,,,,,,,,,,,,,,,
1170,MASSACHUSETTS,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,101,0,0,0,2,0,0,397,0,0,0,0,0,12,520,339.5999705,,14.1468,8.9853,19.3083,,15.9001,11.0671,20.7331,,,,,,,,,,,,,,,,,,,,,,
1171,MICHIGAN,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,57,1,0,0,1,0,0,212,0,0,0,0,0,2,278,66.38479376,,11.94,5.0651,18.8149,,15.2804,9.4246,21.1361,,,,,,,,,,,,,,,,,,,,,,
1172,MINNESOTA,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,9,1,0,0,0,0,0,41,27.29613122,,13.388,5.8246,20.9514,,16.7793,10.3843,23.1743,,,,,,,,,,,,,,,,,,,,,,
1173,MISSISSIPPI,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,10,24.55209568,,25.2281,18.0999,32.3562,,25.9702,19.972,31.9684,,,,,,,,,,,,,,,,,,,,,,
1174,MISSOURI,24,0,0,0,0,0,0,4,1,7,3,27,4,8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,4,180,3,0,6,4,0,0,344,1,0,0,0,0,26,628,34.39129216,,22.9459,16.6895,29.2023,,23.1158,16.2078,30.0238,,,,,,,,,,,,,,,,,,,,,,
1175,MONTANA,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,45,0,0,0,0,0,3,69,2.81800843,,11.0871,4.266,17.9081,,14.2604,6.7116,21.8091,,,,,,,,,,,,,,,,,,,,,,
1176,NEBRASKA,24,0,0,0,0,0,0,0,0,5,0,0,11,3,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,6,9,1,0,0,6,0,0,19,0,0,0,0,0,10,75,9.706472659,,15.9088,10.3868,21.4308,,22.2989,14.6,29.9978,,,,,,,,,,,,,,,,,,,,,,
1177,NEVADA,24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,10.74651254,,10.1437,4.179,16.1084,,17.3772,8.7594,25.9949,,,,,,,,,,,,,,,,,,,,,,
1178,NEW HAMPSHIRE,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,91,0,0,0,0,0,0,101,56.37731675,,12.3784,4.7136,20.0431,,15.269,9.722,20.816,,,,,,,,,,,,,,,,,,,,,,
1179,NEW JERSEY,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,316,0,0,0,0,0,0,401,470.1927021,,16.9074,12.1252,21.6895,,19.3614,14.1673,24.5554,,,,,,,,,,,,,,,,,,,,,,
1180,NEW MEXICO,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,151,0,0,0,0,0,0,186,6.651759892,,18.8956,9.4846,28.3066,,21.2992,11.7006,30.8978,,,,,,,,,,,,,,,,,,,,,,
1181,NEW YORK,24,0,0,0,2,0,0,0,0,2,9,0,7,7,9,0,0,0,0,11,16,1,0,0,0,0,0,1,0,0,0,0,12,234,5,47,3,2,0,0,943,0,0,0,0,6,42,1359,162.4306895,,13.7269,8.023,19.4308,,16.6616,11.9555,21.3676,,,,,,,,,,,,,,,,,,,,,,
1182,NORTH CAROLINA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,8,82.35626699,,23.8819,18.1124,29.6514,,23.8139,17.4629,30.1648,,,,,,,,,,,,,,,,,,,,,,
1183,NORTH DAKOTA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,1,8,4.227543704,,14.2239,6.8131,21.6347,,18.5124,11.3882,25.6366,,,,,,,,,,,,,,,,,,,,,,
1184,OHIO,24,0,0,0,0,1,0,5,0,0,0,45,23,11,0,0,0,0,0,6,24,3,2,0,0,0,1,2,10,7,0,0,3,244,6,0,0,14,0,0,662,0,0,0,0,0,53,1122,110.2687637,,19.2156,13.1276,25.3035,,19.5903,13.9683,25.2123,,,,,,,,,,,,,,,,,,,,,,
1185,OKLAHOMA,24,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19,3,0,0,1,0,0,50,0,0,0,0,0,32,118,22.15680332,,24.502,18.2506,30.7533,,25.5204,18.7473,32.2935,,,,,,,,,,,,,,,,,,,,,,
1186,OREGON,24,0,0,0,1,0,0,0,0,0,1,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,6,104,5,0,1,3,0,0,367,0,0,0,0,0,20,517,16.48063716,,13.1175,6.7622,19.4727,,13.7868,6.0426,21.5309,,,,,,,,,,,,,,,,,,,,,,
1187,PENNSYLVANIA,24,0,0,0,0,0,0,2,0,0,4,20,3,2,0,0,0,0,0,2,5,0,3,0,0,0,0,0,1,0,0,0,3,241,1,0,0,3,0,0,904,0,0,0,0,0,26,1220,110.48115,,16.9543,11.6553,22.2532,,18.0713,13.2079,22.9347,,,,,,,,,,,,,,,,,,,,,,
1188,RHODE ISLAND,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,95,0,0,0,0,0,3,130,392.3547672,,14.8557,10.36,19.3514,,16.4222,11.6814,21.1629,,,,,,,,,,,,,,,,,,,,,,
1189,SOUTH CAROLINA,24,0,0,0,0,0,0,0,0,0,5,0,2,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,319,0,0,0,1,0,0,651,0,0,0,0,0,14,1006,65.25673544,,24.4152,17.8791,30.9513,,25.0122,18.6385,31.3859,,,,,,,,,,,,,,,,,,,,,,
1190,SOUTH DAKOTA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,3,39,4.466215529,,13.6323,8.1514,19.1131,,20.8736,12.883,28.8642,,,,,,,,,,,,,,,,,,,,,,
1191,TENNESSEE,24,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,75,0,0,0,0,0,0,238,0,0,0,0,0,0,326,63.53570893,,23.3049,16.4362,30.1736,,22.5706,16.0253,29.1159,,,,,,,,,,,,,,,,,,,,,,
1192,TEXAS,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.33358553,,26.481,20.1517,32.8102,,28.866,22.4857,35.2463,,,,,,,,,,,,,,,,,,,,,,
1193,UTAH,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14.84996545,,11.7046,4.3777,19.0314,,17.9447,9.0173,26.8721,,,,,,,,,,,,,,,,,,,,,,
1194,VERMONT,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,15,26.86356396,,11.9438,3.8538,20.0337,,15.1576,9.5596,20.7556,,,,,,,,,,,,,,,,,,,,,,
1195,VIRGINIA,24,0,0,0,0,0,0,2,0,0,10,18,4,1,0,0,0,0,1,1,10,1,0,1,1,0,0,1,2,1,1,0,4,232,2,0,3,4,0,0,853,0,0,0,0,0,35,1188,83.1382377,,22.4509,16.0092,28.8926,,21.4402,15.74,27.1403,,,,,,,,,,,,,,,,,,,,,,
1196,WASHINGTON,24,0,0,0,0,1,0,0,0,0,8,35,14,12,0,0,0,0,3,28,0,2,0,0,8,0,8,0,1,2,0,0,18,183,0,0,0,6,0,0,657,0,0,0,0,0,68,1054,43.69387518,,15.1255,8.5362,21.7147,,12.6992,6.3868,19.0115,,,,,,,,,,,,,,,,,,,,,,
1197,WEST VIRGINIA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,63,0,0,0,0,0,0,84,28.9135357,,21.2656,14.3611,28.17,,19.0382,13.3568,24.7195,,,,,,,,,,,,,,,,,,,,,,
1198,WISCONSIN,24,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,101,0,2,0,9,0,0,302,0,0,0,0,0,25,447,41.36161606,,12.8063,6.1932,19.4193,,16.3331,10.2118,22.4544,,,,,,,,,,,,,,,,,,,,,,
1199,WYOMING,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,24,2.281292621,,9.2712,2.6323,15.9101,,14.4613,5.9267,22.9959,,,,,,,,,,,,,,,,,,,,,,
1200,ALABAMA,25,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,37.19925281,,24.6621,19.2694,30.0548,5/18/2018,25.7108,19.8324,31.5891,,,,,,,,,,,,,,,,,,,,,,
1201,ALASKA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,0.498241128,,7.6622,2.9398,12.3846,5/19/2018,9.294,3.7898,14.7982,,,,,,,,,,,,,,,,,,,,,,
1202,ARIZONA,25,0,0,0,0,0,0,0,0,0,2,11,5,11,0,0,0,0,0,2,0,0,1,0,10,0,0,0,0,0,0,0,3,152,2,0,0,1,0,0,745,158,0,0,0,0,20,1123,24.20525837,,18.5181,9.2851,27.751,5/20/2018,24.8817,15.4971,34.2662,,,,,,,,,,,,,,,,,,,,,,
1203,ARKANSAS,25,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,89,0,0,1,0,0,0,230,0,0,0,0,0,13,342,22.39668239,,24.4749,18.7435,30.2062,5/21/2018,26.9854,20.6292,33.3416,,,,,,,,,,,,,,,,,,,,,,
1204,CALIFORNIA,25,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,189,0,0,0,4,0,0,422,11,0,0,0,0,118,758,98.47383106,,15.7025,9.2599,22.1451,5/22/2018,19.7121,11.0188,28.4054,,,,,,,,,,,,,,,,,,,,,,
1205,COLORADO,25,0,0,0,0,1,1,3,0,0,2,24,5,8,0,0,0,0,0,7,1,0,0,0,10,0,0,0,0,1,0,0,9,188,1,0,0,2,0,0,736,0,0,0,0,0,36,1035,21.16020728,,13.1418,5.2978,20.9857,5/23/2018,20.3028,11.6934,28.9121,,,,,,,,,,,,,,,,,,,,,,
1206,CONNECTICUT,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,285.9964138,,16.2477,10.3896,22.1058,5/24/2018,17.9733,12.3308,23.6158,,,,,,,,,,,,,,,,,,,,,,
1207,DELAWARE,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2,0,0,0,204,0,0,0,0,0,0,278,161.0580431,,20.1643,15.3,25.0286,,20.8286,15.7857,25.8714,,,,,,,,,,,,,,,,,,,,,,
1208,FLORIDA,25,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,2,4,0,0,2,0,13,0,0,0,0,0,0,0,0,312,7,0,0,0,0,0,976,0,0,0,0,0,0,1338,152.5897544,,25.1584,21.2894,29.0274,,26.7183,21.8133,31.6233,,,,,,,,,,,,,,,,,,,,,,
1209,GEORGIA,25,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,174,1,0,0,4,0,0,456,0,0,0,0,0,13,663,70.31216995,,23.839,19.2277,28.4502,,25.3319,19.7672,30.8965,,,,,,,,,,,,,,,,,,,,,,
1210,HAWAII,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.74649835,,22.2288,18.4023,26.0553,,22.8333,18.7406,26.9259,,,,,,,,,,,,,,,,,,,,,,
1211,IDAHO,25,0,0,0,0,0,0,0,0,1,0,8,4,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,18,41,8.183599765,,13.2935,6.7673,19.8197,,12.8913,5.0699,20.7126,,,,,,,,,,,,,,,,,,,,,,
1212,ILLINOIS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,65,0,0,0,0,0,0,87,88.69290989,,20.0834,14.4457,25.721,,23.1022,17.9999,28.2044,,,,,,,,,,,,,,,,,,,,,,
1213,INDIANA,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,263,0,0,0,0,0,0,358,72.12044782,,20.3781,14.7423,26.0139,,22.5448,17.3747,27.7149,,,,,,,,,,,,,,,,,,,,,,
